Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
SUN-9554530,2023-02-15,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Online Order
SUN-7318840,2023-03-18,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Online Order
SUN-4200241,2023-05-26,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
SUN-4230629,2023-04-18,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Online Order
SUN-8338362,2023-06-03,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Online Order
SUN-9313241,2023-06-21,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Online Order
SUN-2768468,2023-01-30,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Cash,Dine In
SUN-3511344,2023-08-06,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Unknown,Online Order
SUN-2171355,2023-08-18,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Unknown,Dine In
SUN-2181618,2023-06-17,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Dine In
SUN-6561186,2023-09-29,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Dine In
SUN-8912958,2023-07-29,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Online Order
SUN-3961457,2023-10-19,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Take Away
SUN-1561427,2023-05-22,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Dine In
SUN-8805263,2023-12-05,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Online Order
SUN-8757757,2023-06-03,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Unknown
SUN-4479012,2023-08-27,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Unknown,Take Away
SUN-8609919,2023-04-24,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Online Order
SUN-4022332,2023-10-22,Cafe Latte,Drinks,DRK-03,3,32000,96000,Unknown,Take Away
SUN-3024102,2023-08-27,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Take Away
SUN-5987844,2023-07-12,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Debit Card,Online Order
SUN-2636624,2023-12-09,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Dine In
SUN-7589464,2023-02-09,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Online Order
SUN-3108502,2023-12-26,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Online Order
SUN-6360707,2023-07-16,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Cash,Unknown
SUN-5439836,2023-05-20,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Dine In
SUN-3863943,2023-04-18,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Unknown
SUN-3411696,2023-01-17,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Dine In
SUN-8947780,2023-05-22,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Online Order
SUN-3486289,2023-08-20,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Dine In
SUN-8702368,2023-10-30,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Unknown,Dine In
SUN-1561351,2023-12-15,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Online Order
SUN-4134990,2023-01-23,New York Cheesecake,Dessert,DST-03,3,42000,126000,Unknown,Take Away
SUN-3922780,2023-12-14,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Dine In
SUN-1621070,2023-01-22,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine In
SUN-6278546,2023-09-08,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Dine In
SUN-6486787,2023-11-26,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-9362233,2023-05-17,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Dine In
SUN-3569803,2023-02-09,New York Cheesecake,Dessert,DST-03,3,42000,126000,Unknown,Take Away
SUN-8771508,2023-01-31,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Unknown
SUN-1448783,2023-07-23,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Unknown,Unknown
SUN-1632372,2023-06-18,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Take Away
SUN-3992453,2023-01-09,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Take Away
SUN-5863698,2023-08-28,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Unknown,Unknown
SUN-7640003,2023-08-12,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Unknown
SUN-3253395,2023-09-21,New York Cheesecake,Dessert,DST-03,3,42000,126000,Unknown,Unknown
SUN-9298844,2023-09-21,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Unknown,Unknown
SUN-7454311,2023-08-30,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Unknown
SUN-8446787,2023-01-04,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Cash,Take Away
SUN-4131366,2023-10-15,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Take Away
SUN-1120671,2023-09-18,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Take Away
SUN-8445741,2023-02-11,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Dine In
SUN-6875463,2023-05-24,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Unknown,Online Order
SUN-5156309,2023-07-08,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
SUN-6801847,2023-06-20,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Online Order
SUN-1170188,2023-06-14,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Online Order
SUN-3061717,2023-03-23,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Online Order
SUN-1567497,2023-07-02,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Online Order
SUN-4548528,2023-09-21,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Unknown
SUN-1509634,2023-06-20,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Dine In
SUN-9427189,2023-07-17,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Unknown
SUN-1690831,2023-08-09,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Unknown,Online Order
SUN-4540787,2023-04-20,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Take Away
SUN-1251877,2023-02-08,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Unknown,Take Away
SUN-8238022,2023-12-16,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
SUN-6416628,2023-01-04,Cafe Latte,Drinks,DRK-03,1,32000,32000,Cash,Take Away
SUN-8169256,2023-05-18,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Take Away
SUN-3778122,2023-06-09,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Cash,Unknown
SUN-7987698,2023-02-12,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
SUN-6274590,2023-08-03,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Take Away
SUN-5550455,2023-11-24,New York Cheesecake,Dessert,DST-03,2,42000,84000,Unknown,Online Order
SUN-2326793,2023-06-04,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Unknown
SUN-9056735,2023-11-27,Espreso Single,Drinks,DRK-01,3,22000,66000,Cash,Take Away
SUN-9600982,2023-07-07,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Unknown
SUN-2929332,2023-03-19,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Online Order
SUN-8715101,2023-05-27,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine In
SUN-1701280,2023-06-19,Cafe Latte,Drinks,DRK-03,1,32000,32000,Unknown,Online Order
SUN-8565565,2023-10-24,Cafe Latte,Drinks,DRK-03,2,32000,64000,Cash,Unknown
SUN-3673292,2023-11-09,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Take Away
SUN-6830109,2023-10-23,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Online Order
SUN-3936056,2023-03-15,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Dine In
SUN-7925859,2023-02-25,Nasi Goreng Kampung,Food,FOD-03,,38000,,Debit Card,Online Order
SUN-4943860,2023-10-21,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Take Away
SUN-3674196,2023-08-16,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Unknown
SUN-7653314,,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Dine In
SUN-5307555,2023-07-10,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Dine In
SUN-6756098,2023-11-23,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Digital Wallet,Unknown
SUN-4218089,2023-01-21,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Online Order
SUN-4981014,2023-12-29,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Unknown
SUN-3911158,2023-02-02,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Online Order
SUN-1286223,,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
SUN-3192682,2023-10-25,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Online Order
SUN-6416948,2023-01-15,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Take Away
SUN-1610244,2023-09-19,Espreso Single,Drinks,DRK-01,4,22000,88000,Cash,Dine In
SUN-3931537,2023-02-25,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine In
SUN-8263116,2023-02-27,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
SUN-7022419,2023-08-13,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine In
SUN-2979339,2023-08-03,New York Cheesecake,Dessert,DST-03,1,42000,42000,Unknown,Online Order
SUN-2926940,2023-05-12,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Dine In
SUN-2687539,2023-11-23,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Dine In
SUN-5745826,2023-02-24,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Online Order
SUN-8028826,2023-07-10,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Digital Wallet,Unknown
SUN-6703801,2023-12-08,Espreso Single,Drinks,DRK-01,3,22000,66000,Cash,Take Away
SUN-8584745,2023-08-08,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Unknown,Take Away
SUN-3259062,2023-02-27,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Unknown,Online Order
SUN-6441212,2023-09-05,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,Dine In
SUN-3918493,2023-04-01,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Unknown
SUN-8638582,2023-07-13,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine In
SUN-3711470,2023-08-23,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine In
SUN-1118237,2023-11-17,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Unknown
SUN-5711084,2023-11-14,New York Cheesecake,Dessert,DST-03,1,42000,42000,Debit Card,Online Order
SUN-3495006,2023-04-04,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Online Order
SUN-1047587,2023-12-23,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Unknown,Dine In
SUN-3130340,2023-03-24,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Online Order
SUN-5214392,2023-11-18,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-4164324,2023-02-06,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Cash,Take Away
SUN-3270339,2023-02-09,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Online Order
SUN-5754306,2023-06-12,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Unknown
SUN-5007169,2023-02-03,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Cash,Dine In
SUN-7345276,2023-04-30,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
SUN-9732057,2023-06-23,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Dine In
SUN-8234366,2023-07-02,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine In
SUN-9177541,2023-01-01,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Debit Card,Dine In
SUN-6082733,2023-03-05,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Take Away
SUN-4223613,2023-02-17,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Take Away
SUN-7984896,2023-06-25,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Digital Wallet,Take Away
SUN-9119316,2023-10-05,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
SUN-2595277,2023-07-01,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Online Order
SUN-5499279,2023-12-31,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Cash,Take Away
SUN-3922772,2023-04-22,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Digital Wallet,Unknown
SUN-4185357,2023-11-26,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Unknown
SUN-6710368,2023-10-21,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Dine In
SUN-8366422,2023-11-30,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Cash,Dine In
SUN-1873556,2023-07-04,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Take Away
SUN-7322469,2023-06-24,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Take Away
SUN-6752715,2023-08-06,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
SUN-5028141,2023-01-02,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Dine In
SUN-8334362,2023-12-14,Cafe Latte,Drinks,DRK-03,1,32000,32000,Cash,Dine In
SUN-6335400,2023-05-19,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Dine In
SUN-7231956,2023-11-17,Club Sandwich,Food,FOD-05,1,45000,45000,Unknown,Unknown
SUN-7083048,2023-08-08,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,Dine In
SUN-9760216,2023-08-24,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Dine In
SUN-1858131,2023-06-09,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Online Order
SUN-1430698,2023-01-02,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Unknown,Unknown
SUN-8413914,2023-07-28,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Online Order
SUN-2084775,2023-08-24,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Unknown,Dine In
SUN-4460843,2023-01-04,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
SUN-7010192,2023-04-22,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Dine In
SUN-5540111,2023-05-20,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Take Away
SUN-1745714,2023-04-01,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Unknown,Online Order
SUN-6510659,2023-09-12,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Take Away
SUN-1453088,2023-08-09,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Dine In
SUN-8998656,2023-09-19,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
SUN-5844163,2023-03-06,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
SUN-6653016,2023-03-14,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Digital Wallet,Unknown
SUN-4089298,2023-09-26,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Online Order
SUN-8723416,2023-11-03,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Dine In
SUN-8951857,2023-10-11,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Online Order
SUN-4567164,2023-09-28,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Unknown,Dine In
SUN-6081959,2023-02-20,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Dine In
SUN-9870211,2023-11-28,New York Cheesecake,Dessert,DST-03,2,42000,84000,Unknown,Online Order
SUN-9101470,2023-02-25,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Dine In
SUN-3672586,2023-02-12,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Online Order
SUN-2335991,2023-12-04,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Unknown
SUN-3487721,2023-05-18,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Unknown
SUN-9664898,2023-01-12,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Unknown
SUN-3662472,2023-05-07,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Online Order
SUN-8815334,2023-10-19,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine In
SUN-8008487,2023-05-10,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Take Away
SUN-7001591,2023-09-30,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Unknown
SUN-6731638,2023-07-04,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Take Away
SUN-8684378,2023-09-14,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Unknown,Unknown
SUN-8140323,2023-07-24,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Take Away
SUN-9607281,2023-01-13,Espreso Single,Drinks,DRK-01,3,22000,66000,Unknown,Online Order
SUN-8863014,2023-04-26,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Online Order
SUN-8865451,2023-12-10,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Cash,Unknown
SUN-7219375,2023-07-30,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine In
SUN-6470124,2023-03-16,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Dine In
SUN-3583199,2023-11-07,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
SUN-2254845,2023-11-15,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Dine In
SUN-4434094,2023-11-11,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Debit Card,Online Order
SUN-8487417,2023-07-02,Espreso Single,Drinks,DRK-01,2,22000,44000,Cash,Dine In
SUN-9311475,2023-01-16,Club Sandwich,Food,FOD-05,2,45000,90000,Unknown,Take Away
SUN-2310475,2023-04-29,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Unknown,Unknown
SUN-6424974,2023-10-04,Espreso Single,Drinks,DRK-01,3,22000,66000,Unknown,Take Away
SUN-9706560,2023-03-05,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Unknown,Take Away
SUN-2717432,2023-12-27,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Dine In
SUN-1970526,2023-01-05,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Unknown,Dine In
SUN-3653617,2023-02-04,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Take Away
SUN-6753486,2023-03-27,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Dine In
SUN-3990301,2023-10-20,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Take Away
SUN-7088548,2023-02-12,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Unknown
SUN-6938579,2023-12-07,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Debit Card,Dine In
SUN-1847251,2023-01-03,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Dine In
SUN-2961320,2023-09-04,Espreso Single,Drinks,DRK-01,3,22000,66000,Unknown,Online Order
SUN-3006957,2023-08-31,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Online Order
SUN-2456443,2023-07-03,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Online Order
SUN-5626932,2023-12-23,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Unknown,Online Order
SUN-5151131,2023-10-03,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Unknown,Online Order
SUN-1725075,2023-07-07,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Online Order
SUN-3117576,2023-09-28,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Cash,Unknown
SUN-3228831,2023-10-27,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Cash,Dine In
SUN-9076045,2023-08-26,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Unknown
SUN-1272383,2023-12-21,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Take Away
SUN-5663981,2023-06-08,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Unknown
SUN-7205633,2023-01-30,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Take Away
SUN-8672856,2023-04-11,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Take Away
SUN-9209235,2023-06-05,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Take Away
SUN-3608480,2023-02-19,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Dine In
SUN-2747478,2023-06-03,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Dine In
SUN-9692796,2023-11-24,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,Dine In
SUN-8379820,2023-04-01,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Dine In
SUN-5243088,2023-10-03,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Online Order
SUN-5124558,2023-09-19,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Take Away
SUN-6439668,2023-06-19,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Online Order
SUN-3599705,2023-07-22,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Unknown,Online Order
SUN-4482007,2023-10-14,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Online Order
SUN-8628562,2023-03-03,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Unknown,Take Away
SUN-5053264,2023-09-11,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Online Order
SUN-8174002,2023-12-12,New York Cheesecake,Dessert,DST-03,4,42000,168000,Unknown,Unknown
SUN-4622715,2023-04-29,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Unknown
SUN-6667989,2023-02-13,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Online Order
SUN-1541232,2023-01-15,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Take Away
SUN-5580149,2023-01-19,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
SUN-7983908,2023-09-11,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Online Order
SUN-7395829,2023-10-03,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Online Order
SUN-8773933,2023-11-07,Club Sandwich,Food,FOD-05,2,45000,90000,Cash,Unknown
SUN-9921145,2023-06-05,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Take Away
SUN-4419615,2023-07-20,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Take Away
SUN-6643197,2023-08-27,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Dine In
SUN-6631494,2023-01-03,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Dine In
SUN-7156905,2023-01-11,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Dine In
SUN-3504636,2023-09-24,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Unknown
SUN-9700865,2023-01-30,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Take Away
SUN-8909727,2023-05-05,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Unknown,Dine In
SUN-8550503,2023-04-14,New York Cheesecake,Dessert,DST-03,2,42000,84000,Unknown,Dine In
SUN-8397776,2023-10-18,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
SUN-4605430,2023-04-30,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Unknown
SUN-9081532,2023-12-31,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Unknown,Dine In
SUN-1691567,2023-07-12,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Dine In
SUN-3767642,2023-03-30,Iced Americano,Drinks,DRK-02,1,28000,28000,Cash,Dine In
SUN-4045723,2023-04-27,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Dine In
SUN-8192083,2023-07-25,Cafe Latte,Drinks,DRK-03,1,32000,32000,Unknown,Online Order
SUN-9792641,2023-03-26,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Dine In
SUN-1305727,2023-11-14,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Digital Wallet,Online Order
SUN-2928314,2023-12-14,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Dine In
SUN-9322522,2023-09-18,Club Sandwich,Food,FOD-05,4,45000,180000,Unknown,Take Away
SUN-2997651,2023-02-18,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Unknown,Unknown
SUN-4998411,2023-03-15,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Take Away
SUN-5640554,2023-07-03,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Online Order
SUN-8945318,2023-06-13,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Online Order
SUN-8047583,2023-03-23,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Digital Wallet,Online Order
SUN-3644149,2023-11-24,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Unknown,Take Away
SUN-3972116,2023-10-24,Club Sandwich,Food,FOD-05,3,45000,135000,Debit Card,Take Away
SUN-4354895,2023-04-17,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Online Order
SUN-1090780,2023-08-14,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Take Away
